reference_generic,month,year,ct_studies,month_year,hover_text
rituximab,May,2019,13,2019-05-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>May-2019<br><b>No. of CT Studies: </b>13
rituximab,November,2010,9,2010-11-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>November-2010<br><b>No. of CT Studies: </b>9
rituximab,November,2011,16,2011-11-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>November-2011<br><b>No. of CT Studies: </b>16
rituximab,November,2012,4,2012-11-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>November-2012<br><b>No. of CT Studies: </b>4
rituximab,November,2013,13,2013-11-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>November-2013<br><b>No. of CT Studies: </b>13
rituximab,November,2014,7,2014-11-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>November-2014<br><b>No. of CT Studies: </b>7
rituximab,November,2015,10,2015-11-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>November-2015<br><b>No. of CT Studies: </b>10
rituximab,November,2016,6,2016-11-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>November-2016<br><b>No. of CT Studies: </b>6
rituximab,November,2017,7,2017-11-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>November-2017<br><b>No. of CT Studies: </b>7
rituximab,November,2018,16,2018-11-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>November-2018<br><b>No. of CT Studies: </b>16
rituximab,November,2019,10,2019-11-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>November-2019<br><b>No. of CT Studies: </b>10
rituximab,October,2010,14,2010-10-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>October-2010<br><b>No. of CT Studies: </b>14
rituximab,October,2011,10,2011-10-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>October-2011<br><b>No. of CT Studies: </b>10
rituximab,October,2012,12,2012-10-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>October-2012<br><b>No. of CT Studies: </b>12
rituximab,October,2013,8,2013-10-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>October-2013<br><b>No. of CT Studies: </b>8
rituximab,October,2014,11,2014-10-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>October-2014<br><b>No. of CT Studies: </b>11
rituximab,October,2015,7,2015-10-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>October-2015<br><b>No. of CT Studies: </b>7
rituximab,October,2016,14,2016-10-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>October-2016<br><b>No. of CT Studies: </b>14
rituximab,October,2017,10,2017-10-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>October-2017<br><b>No. of CT Studies: </b>10
rituximab,October,2018,10,2018-10-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>October-2018<br><b>No. of CT Studies: </b>10
rituximab,October,2019,17,2019-10-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>October-2019<br><b>No. of CT Studies: </b>17
rituximab,September,2010,14,2010-09-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>September-2010<br><b>No. of CT Studies: </b>14
rituximab,September,2011,11,2011-09-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>September-2011<br><b>No. of CT Studies: </b>11
rituximab,September,2012,13,2012-09-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>September-2012<br><b>No. of CT Studies: </b>13
rituximab,September,2013,7,2013-09-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>September-2013<br><b>No. of CT Studies: </b>7
rituximab,September,2014,8,2014-09-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>September-2014<br><b>No. of CT Studies: </b>8
rituximab,September,2015,8,2015-09-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>September-2015<br><b>No. of CT Studies: </b>8
rituximab,September,2016,3,2016-09-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>September-2016<br><b>No. of CT Studies: </b>3
rituximab,September,2017,8,2017-09-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>September-2017<br><b>No. of CT Studies: </b>8
rituximab,September,2018,8,2018-09-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>September-2018<br><b>No. of CT Studies: </b>8
rituximab,September,2019,11,2019-09-01,<b>Reference Generic: </b>rituximab<br><b>Month: </b>September-2019<br><b>No. of CT Studies: </b>11
trastuzumab,April,2010,8,2010-04-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>April-2010<br><b>No. of CT Studies: </b>8
trastuzumab,April,2011,3,2011-04-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>April-2011<br><b>No. of CT Studies: </b>3
trastuzumab,April,2012,2,2012-04-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>April-2012<br><b>No. of CT Studies: </b>2
trastuzumab,April,2013,7,2013-04-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>April-2013<br><b>No. of CT Studies: </b>7
trastuzumab,April,2014,5,2014-04-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>April-2014<br><b>No. of CT Studies: </b>5
trastuzumab,April,2015,6,2015-04-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>April-2015<br><b>No. of CT Studies: </b>6
trastuzumab,April,2016,9,2016-04-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>April-2016<br><b>No. of CT Studies: </b>9
trastuzumab,April,2017,2,2017-04-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>April-2017<br><b>No. of CT Studies: </b>2
trastuzumab,April,2018,5,2018-04-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>April-2018<br><b>No. of CT Studies: </b>5
trastuzumab,April,2019,7,2019-04-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>April-2019<br><b>No. of CT Studies: </b>7
trastuzumab,August,2010,1,2010-08-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>August-2010<br><b>No. of CT Studies: </b>1
trastuzumab,August,2011,9,2011-08-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>August-2011<br><b>No. of CT Studies: </b>9
trastuzumab,August,2012,2,2012-08-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>August-2012<br><b>No. of CT Studies: </b>2
trastuzumab,August,2013,5,2013-08-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>August-2013<br><b>No. of CT Studies: </b>5
trastuzumab,August,2014,4,2014-08-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>August-2014<br><b>No. of CT Studies: </b>4
trastuzumab,August,2015,7,2015-08-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>August-2015<br><b>No. of CT Studies: </b>7
trastuzumab,August,2016,3,2016-08-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>August-2016<br><b>No. of CT Studies: </b>3
trastuzumab,August,2017,6,2017-08-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>August-2017<br><b>No. of CT Studies: </b>6
trastuzumab,August,2018,5,2018-08-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>August-2018<br><b>No. of CT Studies: </b>5
trastuzumab,August,2019,6,2019-08-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>August-2019<br><b>No. of CT Studies: </b>6
trastuzumab,December,2010,3,2010-12-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>December-2010<br><b>No. of CT Studies: </b>3
trastuzumab,December,2011,8,2011-12-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>December-2011<br><b>No. of CT Studies: </b>8
trastuzumab,December,2012,4,2012-12-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>December-2012<br><b>No. of CT Studies: </b>4
trastuzumab,December,2013,6,2013-12-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>December-2013<br><b>No. of CT Studies: </b>6
trastuzumab,December,2014,9,2014-12-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>December-2014<br><b>No. of CT Studies: </b>9
trastuzumab,December,2015,8,2015-12-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>December-2015<br><b>No. of CT Studies: </b>8
trastuzumab,December,2016,3,2016-12-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>December-2016<br><b>No. of CT Studies: </b>3
trastuzumab,December,2017,7,2017-12-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>December-2017<br><b>No. of CT Studies: </b>7
trastuzumab,December,2018,7,2018-12-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>December-2018<br><b>No. of CT Studies: </b>7
trastuzumab,December,2019,8,2019-12-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>December-2019<br><b>No. of CT Studies: </b>8
trastuzumab,February,2010,6,2010-02-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>February-2010<br><b>No. of CT Studies: </b>6
trastuzumab,February,2011,5,2011-02-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>February-2011<br><b>No. of CT Studies: </b>5
trastuzumab,February,2012,8,2012-02-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>February-2012<br><b>No. of CT Studies: </b>8
trastuzumab,February,2013,2,2013-02-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>February-2013<br><b>No. of CT Studies: </b>2
trastuzumab,February,2014,11,2014-02-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>February-2014<br><b>No. of CT Studies: </b>11
trastuzumab,February,2015,4,2015-02-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>February-2015<br><b>No. of CT Studies: </b>4
trastuzumab,February,2016,4,2016-02-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>February-2016<br><b>No. of CT Studies: </b>4
trastuzumab,February,2017,3,2017-02-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>February-2017<br><b>No. of CT Studies: </b>3
trastuzumab,February,2018,3,2018-02-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>February-2018<br><b>No. of CT Studies: </b>3
trastuzumab,February,2019,2,2019-02-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>February-2019<br><b>No. of CT Studies: </b>2
trastuzumab,February,2020,11,2020-02-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>February-2020<br><b>No. of CT Studies: </b>11
trastuzumab,January,2010,3,2010-01-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>January-2010<br><b>No. of CT Studies: </b>3
trastuzumab,January,2011,6,2011-01-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>January-2011<br><b>No. of CT Studies: </b>6
trastuzumab,January,2012,4,2012-01-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>January-2012<br><b>No. of CT Studies: </b>4
trastuzumab,January,2013,6,2013-01-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>January-2013<br><b>No. of CT Studies: </b>6
trastuzumab,January,2014,11,2014-01-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>January-2014<br><b>No. of CT Studies: </b>11
trastuzumab,January,2015,7,2015-01-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>January-2015<br><b>No. of CT Studies: </b>7
trastuzumab,January,2016,3,2016-01-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>January-2016<br><b>No. of CT Studies: </b>3
trastuzumab,January,2017,4,2017-01-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>January-2017<br><b>No. of CT Studies: </b>4
trastuzumab,January,2018,5,2018-01-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>January-2018<br><b>No. of CT Studies: </b>5
trastuzumab,January,2019,14,2019-01-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>January-2019<br><b>No. of CT Studies: </b>14
trastuzumab,January,2020,7,2020-01-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>January-2020<br><b>No. of CT Studies: </b>7
trastuzumab,July,2010,8,2010-07-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>July-2010<br><b>No. of CT Studies: </b>8
trastuzumab,July,2011,5,2011-07-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>July-2011<br><b>No. of CT Studies: </b>5
trastuzumab,July,2012,8,2012-07-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>July-2012<br><b>No. of CT Studies: </b>8
trastuzumab,July,2013,3,2013-07-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>July-2013<br><b>No. of CT Studies: </b>3
trastuzumab,July,2014,6,2014-07-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>July-2014<br><b>No. of CT Studies: </b>6
trastuzumab,July,2015,3,2015-07-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>July-2015<br><b>No. of CT Studies: </b>3
trastuzumab,July,2016,6,2016-07-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>July-2016<br><b>No. of CT Studies: </b>6
trastuzumab,July,2017,1,2017-07-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>July-2017<br><b>No. of CT Studies: </b>1
trastuzumab,July,2018,7,2018-07-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>July-2018<br><b>No. of CT Studies: </b>7
trastuzumab,July,2019,5,2019-07-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>July-2019<br><b>No. of CT Studies: </b>5
trastuzumab,June,2010,3,2010-06-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>June-2010<br><b>No. of CT Studies: </b>3
trastuzumab,June,2011,5,2011-06-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>June-2011<br><b>No. of CT Studies: </b>5
trastuzumab,June,2012,4,2012-06-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>June-2012<br><b>No. of CT Studies: </b>4
trastuzumab,June,2013,8,2013-06-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>June-2013<br><b>No. of CT Studies: </b>8
trastuzumab,June,2014,8,2014-06-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>June-2014<br><b>No. of CT Studies: </b>8
trastuzumab,June,2015,2,2015-06-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>June-2015<br><b>No. of CT Studies: </b>2
trastuzumab,June,2016,3,2016-06-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>June-2016<br><b>No. of CT Studies: </b>3
trastuzumab,June,2017,9,2017-06-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>June-2017<br><b>No. of CT Studies: </b>9
trastuzumab,June,2018,7,2018-06-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>June-2018<br><b>No. of CT Studies: </b>7
trastuzumab,June,2019,9,2019-06-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>June-2019<br><b>No. of CT Studies: </b>9
trastuzumab,March,2010,3,2010-03-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>March-2010<br><b>No. of CT Studies: </b>3
trastuzumab,March,2011,14,2011-03-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>March-2011<br><b>No. of CT Studies: </b>14
trastuzumab,March,2012,1,2012-03-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>March-2012<br><b>No. of CT Studies: </b>1
trastuzumab,March,2013,6,2013-03-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>March-2013<br><b>No. of CT Studies: </b>6
trastuzumab,March,2014,5,2014-03-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>March-2014<br><b>No. of CT Studies: </b>5
trastuzumab,March,2015,3,2015-03-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>March-2015<br><b>No. of CT Studies: </b>3
trastuzumab,March,2016,7,2016-03-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>March-2016<br><b>No. of CT Studies: </b>7
trastuzumab,March,2017,2,2017-03-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>March-2017<br><b>No. of CT Studies: </b>2
trastuzumab,March,2018,4,2018-03-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>March-2018<br><b>No. of CT Studies: </b>4
trastuzumab,March,2019,8,2019-03-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>March-2019<br><b>No. of CT Studies: </b>8
trastuzumab,March,2020,9,2020-03-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>March-2020<br><b>No. of CT Studies: </b>9
trastuzumab,May,2010,6,2010-05-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>May-2010<br><b>No. of CT Studies: </b>6
trastuzumab,May,2011,6,2011-05-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>May-2011<br><b>No. of CT Studies: </b>6
trastuzumab,May,2012,6,2012-05-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>May-2012<br><b>No. of CT Studies: </b>6
trastuzumab,May,2013,3,2013-05-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>May-2013<br><b>No. of CT Studies: </b>3
trastuzumab,May,2014,4,2014-05-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>May-2014<br><b>No. of CT Studies: </b>4
trastuzumab,May,2015,5,2015-05-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>May-2015<br><b>No. of CT Studies: </b>5
trastuzumab,May,2016,4,2016-05-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>May-2016<br><b>No. of CT Studies: </b>4
trastuzumab,May,2017,5,2017-05-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>May-2017<br><b>No. of CT Studies: </b>5
trastuzumab,May,2018,2,2018-05-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>May-2018<br><b>No. of CT Studies: </b>2
trastuzumab,May,2019,8,2019-05-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>May-2019<br><b>No. of CT Studies: </b>8
trastuzumab,November,2010,3,2010-11-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>November-2010<br><b>No. of CT Studies: </b>3
trastuzumab,November,2011,5,2011-11-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>November-2011<br><b>No. of CT Studies: </b>5
trastuzumab,November,2012,4,2012-11-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>November-2012<br><b>No. of CT Studies: </b>4
trastuzumab,November,2013,8,2013-11-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>November-2013<br><b>No. of CT Studies: </b>8
trastuzumab,November,2014,3,2014-11-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>November-2014<br><b>No. of CT Studies: </b>3
trastuzumab,November,2015,5,2015-11-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>November-2015<br><b>No. of CT Studies: </b>5
trastuzumab,November,2016,8,2016-11-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>November-2016<br><b>No. of CT Studies: </b>8
trastuzumab,November,2017,4,2017-11-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>November-2017<br><b>No. of CT Studies: </b>4
trastuzumab,November,2018,3,2018-11-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>November-2018<br><b>No. of CT Studies: </b>3
trastuzumab,November,2019,4,2019-11-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>November-2019<br><b>No. of CT Studies: </b>4
trastuzumab,October,2010,5,2010-10-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>October-2010<br><b>No. of CT Studies: </b>5
trastuzumab,October,2011,9,2011-10-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>October-2011<br><b>No. of CT Studies: </b>9
trastuzumab,October,2012,3,2012-10-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>October-2012<br><b>No. of CT Studies: </b>3
trastuzumab,October,2013,6,2013-10-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>October-2013<br><b>No. of CT Studies: </b>6
trastuzumab,October,2014,9,2014-10-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>October-2014<br><b>No. of CT Studies: </b>9
trastuzumab,October,2015,2,2015-10-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>October-2015<br><b>No. of CT Studies: </b>2
trastuzumab,October,2016,1,2016-10-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>October-2016<br><b>No. of CT Studies: </b>1
trastuzumab,October,2017,6,2017-10-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>October-2017<br><b>No. of CT Studies: </b>6
trastuzumab,October,2018,4,2018-10-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>October-2018<br><b>No. of CT Studies: </b>4
trastuzumab,October,2019,2,2019-10-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>October-2019<br><b>No. of CT Studies: </b>2
trastuzumab,September,2010,3,2010-09-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>September-2010<br><b>No. of CT Studies: </b>3
trastuzumab,September,2011,6,2011-09-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>September-2011<br><b>No. of CT Studies: </b>6
trastuzumab,September,2012,5,2012-09-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>September-2012<br><b>No. of CT Studies: </b>5
trastuzumab,September,2013,10,2013-09-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>September-2013<br><b>No. of CT Studies: </b>10
trastuzumab,September,2014,4,2014-09-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>September-2014<br><b>No. of CT Studies: </b>4
trastuzumab,September,2015,6,2015-09-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>September-2015<br><b>No. of CT Studies: </b>6
trastuzumab,September,2016,5,2016-09-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>September-2016<br><b>No. of CT Studies: </b>5
trastuzumab,September,2017,3,2017-09-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>September-2017<br><b>No. of CT Studies: </b>3
trastuzumab,September,2018,1,2018-09-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>September-2018<br><b>No. of CT Studies: </b>1
trastuzumab,September,2019,7,2019-09-01,<b>Reference Generic: </b>trastuzumab<br><b>Month: </b>September-2019<br><b>No. of CT Studies: </b>7
